district,avg_hardship_index
7,89.05400835488363
15,73
11,85.51463454515725
3,60.572439578047806
8,65.94598783832122
22,43.14811680067711
16,27.219134492999576
5,59.66100012408487
31,27.8125
18,1.0617453006348812
17,41.6181391253302
6,66.32986712882727
19,10.183705140640155
25,69.70527910499942
24,39.684852835606605
9,82.83635135135135
1,6.870029795540943
20,20.826352530541012
10,88.97625456642953
4,60.70106132075472
12,32.24853064651553
14,27.533194588969824
2,56.872332664599675
